name,description,url
"Women's Merrell Chameleon 7 Hiking Shoes, Low Waterproof","These ultralight trail hikers feature waterproof protection, excellent stability and exceptional comfort. They're a great choice if you want to hike fast and light while retaining cushioning, protection and stability.","https://www.llbean.com/llb/shop/121425?page=women-s-merrell-chameleon-7-hiking-shoes-low-waterproof&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=frozen%20blue"
"Women's Oboz Bridger Waterproof Hiking Boots","Don’t let the sleek all-leather upper fool you, these midheight waterproof walking boots may look old school but they are equipped to take on the trickiest trails.","https://www.llbean.com/llb/shop/83737?page=women-s-oboz-bridger-waterproof-hiking-boots&bc=474-630&feat=630-gn1&csp=f"
"Women's Brooks Cascadia 13 Gore-Tex Trail Running Shoes","Now lighter, these are the perfect trail shoes for runners who won't be slowed down by trail or weather conditions. These women's Gore-Tex trail runners offer waterproof protection and a cushioned, balanced ride so you can run with confidence.","https://www.llbean.com/llb/shop/121236?page=women-s-brooks-cascadia-13-gore-tex-trail-running-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=black/pink"
"Darn Tough Micro-Crew Cushion Socks","Made in Vermont, these Darn Tough wool hiking socks are made to keep your feet cushioned, dry and comfortable on the trail, mile after mile, season after season.","https://www.llbean.com/llb/shop/117341?page=darn-tough-micro-crew-cushion-socks&bc=474-630&feat=630-gn1&csp=f"
"Women's Darn Tough Pixie Crew Socks","These ultracomfortable, ultrarugged Darn Tough socks are made with all the natural benefits of merino wool.","https://www.llbean.com/llb/shop/121696?page=women-s-darn-tough-pixie-crew-socks&bc=474-630&feat=630-gn1&csp=f"
"Women's Brooks Adrenaline GTS 19 Running Shoes","These stable Brooks women’s running shoes are ideal for runners who pronate. Now with the GuideRails Holistic Support System that keeps excess movement in check, helping to protect your knees from injury.","https://www.llbean.com/llb/shop/122291?page=women-s-brooks-adrenaline-gts-19-running-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=navy/aqua"
"Women's Salomon Sense Ride Trail Runner","These Salomon trail shoes offer a great fit and generous cushioning so you can push the mileage and stay comfortable all day.","https://www.llbean.com/llb/shop/118883?page=women-s-salomon-sense-ride-trail-runner&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=blue%20bird/deep%20lagoon"
"Women's SmartWool Hide and Seek No-Show Socks","The warmth and comfort of wool, these SmartWool socks are designed in a minimal, no-show style.","https://www.llbean.com/llb/shop/122533?page=women-s-smartwool-hide-and-seek-no-show-socks&bc=474-630&feat=630-gn1&csp=f"
"Women's New Balance 574 Walking Shoes","These super-comfortable walking shoes feature advanced technology that provides outstanding support and impressive durability.","https://www.llbean.com/llb/shop/122441?page=women-s-new-balance-574-walking-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=grey/white"
"Cresta Hiking Socks, Midweight Two-Pack","These merino wool hiking socks outperform the competition with our testers in the field.","https://www.llbean.com/llb/shop/88296?page=cresta-hiking-socks-midweight-two-pack&bc=474-630&feat=630-gn1&csp=f"
"Women's Westport Perforated Ankle Boots, Nubuck","These sleek ankle boots are finely crafted by experts in Brazil using hand-selected nubuck leather that's perforated for breathability and a stylish look.","https://www.llbean.com/llb/shop/120146?page=women-s-westport-perforated-ankle-boots-nubuck&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=dark%20cement"
"Women's Chaco Z/Cloud X Sandals","Like a pillow-topped mattress, these Chaco adventure sandals sport a layer of super-soft polyurethane for extra cushioning you'll feel as soon as you step in.","https://www.llbean.com/llb/shop/116730?page=women-s-chaco-z-cloud-x-sandals&bc=474-630&feat=630-gn1&csp=f"
"Women's Salomon X-Mission 3 Trail Running Shoes","Lightweight, cushioned trail shoes that will take you comfortably from your front door directly to your favorite running trails. They're also a superb choice for light hiking.","https://www.llbean.com/llb/shop/92196?page=women-s-salomon-x-mission-3-trail-running-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=north%20atlantic/eggshell%20blue"
"Women's Keen Terradora Waterproof Hiking Boots, Mid","Designed specifically for women, these lightweight hikers offer waterproof protection, cushioned comfort and serious support, no matter where the day takes you.","https://www.llbean.com/llb/shop/120183?page=women-s-keen-terradora-waterproof-hiking-boots-mid&bc=474-630&feat=630-gn1&csp=f"
"Hearthside Slippers, Ballet","These lightweight fleece-lined slippers have a soft, foam-padded insole that molds to the contours of your feet. It's the next best thing to walking on air.","https://www.llbean.com/llb/shop/118223?page=women-s-hearthside-slippers-ballet&bc=474-630&feat=630-gn1&csp=f"
"Women's Gore-Tex Vasque Breeze 3.0 Hiking Shoes","These Gore-Tex leather trail shoes provide boot-like stability with a lightweight, low-cut design that keeps you nimble on the trail.","https://www.llbean.com/llb/shop/116717?page=women-s-gore-tex-vasque-breeze-3-0-hiking-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=gargoyle/columbia"
"Women's Deerfield Mule Slip-Ons, Suede","Each pair is expertly crafted in Brazil using a handselected suede upper specially oiled for rich color and exceptional softness. An attractive combination of style and durability, they will become your most versatile, everyday slip-on shoes.","https://www.llbean.com/llb/shop/122268?page=women-s-deerfield-mule-slip-ons-suede&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=toasted%20coconut"
"Women's Darn Tough Stripe No-Show Socks","These Darn Tough ankle socks provide all-day comfort and no-show style. In a naturally breathable merino-wool blend that wicks moisture and dries quickly.","https://www.llbean.com/llb/shop/122420?page=women-s-darn-tough-stripe-no-show-socks&bc=474-630&feat=630-gn1&csp=f"
"Cresta Wool-Blend Hiking Socks, Midweight Quarter-Crew Two-Pack","Our hiking socks outperform the competition with testers in the field.","https://www.llbean.com/llb/shop/72548?page=cresta-wool-blend-hiking-socks-midweight-quarter-crew-two-pack&bc=474-630&feat=630-gn1&csp=f"
"Women's Vasque Talus Trek Waterproof Hiking Shoes","Stay nimble on your way to the summit with hiking shoes that combine athletic-shoe cushioning with the performance features of a rugged boot.","https://www.llbean.com/llb/shop/89924?page=vasque-talus-trek-waterproof-hiking-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=gargoyle/jasper"
"Westport Chelsea Boots","These sleek, stylish boots are finely crafted by experts in Brazil using the finest handselected leather for rich color and remarkably supple feel.","https://www.llbean.com/llb/shop/112646?page=westport-chelsea-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=mahogany"
"Women's Oboz Bridger Waterproof Hiking Shoes","These all-purpose leather hiking shoes are smartly designed in a lighter weight, with advanced cushioning and other performance features you need to be able to tackle a  range of activities.","https://www.llbean.com/llb/shop/89920?page=women-s-oboz-bridger-waterproof-hiking-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=walnut"
"Women's Wicked Good Moccasins, Plaid","","https://www.llbean.com/llb/shop/121877?page=women-s-wicked-good-moccasins-plaid&bc=474-630&feat=630-gn1&csp=f"
"Women's Keen Targhee Ventilated Hiking Shoes","Tackle the trail with confidence in these Keen Targhee Ventilated Hiking Shoes. They feature excellent traction with grippy rubber outsoles and a heel-capture system that promotes stability with every step.","https://www.llbean.com/llb/shop/122434?page=women-s-keen-targhee-ventilated-hiking-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=bungee%20cord/canton"
"Women's Campside Blucher Mocs","For this brand new take on our classic Blucher Mocs – favorites since the 1930s – we chose leather so soft it needs no break-in time and added the unbelievable comfort of a thick, cushioning insole. Each pair is handmade for a fit like no other.","https://www.llbean.com/llb/shop/121090?page=women-s-campside-blucher-mocs&bc=474-630&feat=630-gn1&csp=f"
"Women's Small Batch L.L.Bean Boots, Rubber Moc","We've put a colorful spin on a perennial favorite: the low-cut, slip-on, rain-shedding Rubber Moc – now in fun limited-edition colors for women.","https://www.llbean.com/llb/shop/120917?page=women-s-small-batch-l-l-bean-boots-rubber-moc&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=black/black/gum"
"Women's Westport Boots, Tall","A versatile and timeless wardrobe staple. Crafted with handselected leather that's specially tanned for rich color and remarkably supple feel, these sleek, stylish tall boots are designed to dress up any outfit and last for years.","https://www.llbean.com/llb/shop/112647?page=women-s-westport-boots-tall&bc=474-630&feat=630-gn1&csp=f"
"Women's Wicked Good Original Camp Mocs, Deerskin-Lined","Our newest Wicked Good slipper features a vintage crackle leather upper with a supersoft deerskin lining for incredible comfort. Contoured memory footbed provides even more comfort.","https://www.llbean.com/llb/shop/122284?page=women-s-wicked-good-original-camp-mocs-deerskin-lined&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=natural"
"Women's Merrell Moab 2 Waterproof Hiking Boots","Weather conditions and terrain change on the trail, but you can depend on these women’s Merrell hiking boots for waterproof protection, support and comfort from trailhead to summit and back.","https://www.llbean.com/llb/shop/116804?page=women-s-merrell-moab-2-waterproof-hiking-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=granite"
"Women's Signature Waxed-Canvas Maine Hunting Shoe, 16""","The original L.L.Bean Boot, made in Maine since 1912.","https://www.llbean.com/llb/shop/71114?page=women-s-signature-waxed-canvas-maine-hunting-shoe-16&bc=474-630&feat=630-gn1&csp=f"
"Women's Keen Targhee II Waterproof Hiking Boots","On tough trails or around town, these women’s Keen Targhee II hiking boots offer waterproof comfort in a rugged package.","https://www.llbean.com/llb/shop/72522?page=women-s-keen-targhee-ii-waterproof-hiking-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=gargoyle/caribbean%20sea"
"Women's Bean Boots by L.L.Bean®, 10"" Shearling-Lined","The unbeatable comfort of our shearling slippers meets the all-weather performance of our legendary L.L.Bean Boots.","https://www.llbean.com/llb/shop/43281?page=women-s-l-l-bean-boots-10-shearling-lined&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=brown/brown"
"Women's Vasque Talus Trek Waterproof Hiking Boots","Less bulky with more ground feel than traditional hiking boots.","https://www.llbean.com/llb/shop/89925?page=women-s-vasque-talus-trek-waterproof-hiking-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=gargoyle/damson"
"Aaron Sandals by Kork-Ease","These casual leather sandals are designed for exceptional comfort and timeless style.","https://www.llbean.com/llb/shop/122447?page=aaron-sandals-by-kork-ease&bc=474-630&feat=630-gn1&csp=f"
"Women's Snow Sneakers, Mid Lace-Up","Now lighter and more flexible than ever, our popular winter sneakers keep your feet warm and dry while feeling as comfortable as your favorite pair of running shoes.","https://www.llbean.com/llb/shop/121253?page=women-s-snow-sneakers-mid-lace-up&bc=474-630&feat=630-gn1&csp=f"
"Women's Smartwool PhD Run Ultralight Micro Socks, Striped","Designed for warm-weather running, these women’s SmartWool running socks have breathable mesh venting zones that keep feet cool and comfortable.","https://www.llbean.com/llb/shop/122419?page=women-s-smartwool-phd-run-ultralight-micro-socks-striped&bc=474-630&feat=630-gn1&csp=f"
"Cresta Hiking Socks, Lightweight Two-Pack","Our hiking socks outperform the competition, both in the lab and with testers in the field.","https://www.llbean.com/llb/shop/38539?page=cresta-hiking-socks-lightweight-two-pack&bc=474-630&feat=630-gn1&csp=f"
"Women's Wicked Good Lodge Chukkas","Made from the coziest stuff on earth, our shearling-lined booties are as good as it gets. Not only are they supremely soft and warm, but they're built to last, so you'll enjoy their cozy goodness for seasons to come.","https://www.llbean.com/llb/shop/120173?page=women-s-wicked-good-lodge-chukkas&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=brown"
"Women's Salomon Outline Low Gore-Tex Hiking Shoes","Comfortable and lightweight like running shoes, the Outline Low hikers are built for hiking adventures on the trail. Aggressive lugs on the outsole provide excellent traction on varied terrain.","https://www.llbean.com/llb/shop/121430?page=women-s-salomon-outline-low-gore-tex-hiking-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=trellis/navy%20blazer"
"Women's Wicked Good Slipper, One-Band Slide","The coziest slides ever feature plush shearling underfoot and on the slide strap, making them luxuriously comfortable.","https://www.llbean.com/llb/shop/122286?page=women-s-wicked-good-slipper-one-band-slide&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=brown"
"Women's North Peak Ventilated Trail Shoes","Part trail runner, part light hiker, our North Peak Trail Shoes are built for speed, support and cushioning. Breathable upper provides excellent ventilation and quick-drying performance.","https://www.llbean.com/llb/shop/122290?page=women-s-north-peak-ventilated-trail-shoes&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=shale%20gray/reef%20coral"
"Women's Ahnu Sugarpine II Hiking Boots, Waterproof","Upgrade your day hikes with the cushioned support and waterproof protection of the Sugarpine II Hiking Boot. Engineered in a mid-cut design for solid ankle support and stability, it's a natural choice for light day hikes.","https://www.llbean.com/llb/shop/120417?page=women-s-ahnu-sugarpine-ii-hiking-boots-waterproof&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=insignia%20blue"
"Signature Retro Colorblock Waxed-Canvas Bean Boots, 10""","Sporting retro-inspired colorblock, our newest Bean Boots have a colorful style all their own. Made from rugged waxed canvas and premium full-grain domestic leather, they're expertly crafted – one pair at a time.","https://www.llbean.com/llb/shop/122187?page=signature-retro-colorblock-waxed-canvas-bean-boots-10&bc=474-630&feat=630-gn1&csp=f"
"Infants' and Toddlers' Discovery Rain Jacket","Priced for value and designed for performance, this rain jacket keeps your little one dry and warm – despite their best efforts to the contrary.","https://www.llbean.com/llb/shop/45256?page=infants-and-toddlers-discovery-rain-jacket&bc=12-627-289&feat=289-gn3&csp=f"
"Infants' and Toddlers' Katahdin Microfleece, Colorblock","A fun blast from the past, our soft, stretchy fleece is back for infants and toddlers – with cool colorblocks and our 1980s Mt. Katahdin logo.","https://www.llbean.com/llb/shop/120343?page=infants-and-toddlers-katahdin-microfleece-colorblock&bc=12-627-289&feat=289-gn3&csp=f"
"Infants' Hi-Loft Fleece Coveralls","With an irresistibly cute animal-inspired design and plush, shaggy high-loft fabric, these kids' bear fleece coveralls will keep your little one toasty-warm from fuzzy ear to mittened paw.","https://www.llbean.com/llb/shop/52109?page=infants-hi-loft-fleece-coveralls&bc=12-627-289&feat=289-gn3&csp=f"
"Ledge Backpack, Colorblock","This backpack for kids has retro colorblock styling, but its practical features are as modern as it gets. Designed for all-day versatility, it easily goes from class to afterschool activities and everywhere in between.","https://www.llbean.com/llb/shop/121111?page=ledge-backpack-colorblock&bc=50-816-818&feat=818-gn2&csp=f"
"Hillsound Trail Crampons","You’ll never have to worry about slipping on icy trails again. Tested in the Himalayas, these crampons are designed to handle a variety of winter conditions.","https://www.llbean.com/llb/shop/71548?page=hillsound-trail-crampons&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=black"
"L.L.Bean Campus Commuter Pack","Whether you're heading to campus or heading to work, our thoughtfully-designed pack will keep your tech protected and your stuff organized.","https://www.llbean.com/llb/shop/121193?page=l-l-bean-campus-commuter-pack&bc=50-816-818&feat=818-gn2&csp=f"
"Acadia National Park Patch","As part of our partnership with National Park Foundation, we're proud to offer the Acadia National Park collectible patch, featuring an embroidered scene of Maine's breathtaking, rugged coastline.","https://www.llbean.com/llb/shop/122801?page=acadia-national-park-patch&bc=50-816-818&feat=818-gn2&csp=f&attrvalue_0=multi"
"Find Your Park Patch","As part of our partnership with National Park Foundation, we're excited to offer this Find Your Park collectible patch – inspiring adventurers of all ages to get out there and find their own special connection to our national parks.","https://www.llbean.com/llb/shop/122799?page=find-your-park-patch&bc=50-816-818&feat=818-gn2&csp=f&attrvalue_0=multi"
"L.L.Bean Explorer Backpack, Print","This trail-ready backpack for kids has a place for everything – from water bottles and carabiners to calculators and history books.","https://www.llbean.com/llb/shop/121115?page=l-l-bean-explorer-backpack-print&bc=50-816-818&feat=818-gn2&csp=f"
"L.L.Bean Deluxe Book Pack, Print","A bestseller for nearly three decades, with new improvements that make it better than ever. From playground to classroom, varsity field to lecture hall, this super-versatile pack is known for its impressive extra capacity and iron-clad construction.","https://www.llbean.com/llb/shop/121113?page=l-l-bean-deluxe-book-pack-print&bc=50-816-818&feat=818-gn2&csp=f"
"L.L.Bean Deluxe Book Pack","A bestseller for nearly three decades, with new improvements that make it better than ever. From playground to classroom, varsity field to lecture hall, this super-versatile pack is known for its impressive extra capacity and iron-clad construction.","https://www.llbean.com/llb/shop/121112?page=l-l-bean-deluxe-book-pack&bc=50-816-818&feat=818-gn2&csp=f"
"Infants' and Toddlers' L.L.Bean Sweater Fleece, Full Zip","Now infants and toddlers can cozy up in our popular Sweater Fleece, loved for its stylish sweater look, soft fleece and very comfortable price.","https://www.llbean.com/llb/shop/122691?page=infants-and-toddlers-l-l-bean-sweater-fleece-full-zip&bc=12-627-289&feat=289-gn3&csp=f"
"Rocky Mountain National Park Patch","As part of our partnership with the National Park Foundation, we are proud to offer the Rocky Mountain National Park collectible patch - featuring Colorado's inspiring scenery and opportunities for amazing outdoor adventures.","https://www.llbean.com/llb/shop/122797?page=rocky-mountain-national-park-patch&bc=50-816-818&feat=818-gn2&csp=f&attrvalue_0=multi"
"Women's Small Batch Tumbled-Leather L.L.Bean Boots, 7"" Shearling-Lined Lounger","Warm shearling lining, soft tumbled leather and all the classic features of our famous L.L.Bean Boot come together in our hardy, slip-on winter boot. Still made in Maine, one pair at a time.","https://www.llbean.com/llb/shop/118895?page=women-s-small-batch-tumbled-leather-l-l-bean-boots-7-shearling-lined-lounger&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=dark%20ash/dark%20ash/brick%20red"
"Women's Merrell Siren Sport Q2 Waterproof Hiking Boots","This waterproof Merrell trail shoe is designed specifically for women, to provide support, stability and comfort for short outings and full days on the trail.","https://www.llbean.com/llb/shop/116801?page=women-s-merrell-siren-sport-q2-waterproof-hiking-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=slate%20black"
"L.L.Bean Waxed-Canvas Continental Rucksack","Our classic rucksack has been updated with heavier pebbled leather trim, shearling padding on the shoulder straps and a narrower frame that allows greater freedom of movement. It's tough enough for the trail and great around campus or city.","https://www.llbean.com/llb/shop/116657?page=l-l-bean-waxed-canvas-continental-rucksack&bc=50-816-818&feat=818-gn2&csp=f&attrvalue_0=olive"
"Pearl Izumi Elite Low Cycling Socks","These cycling socks feature a special fabric blend – with breathable mesh on top of the foot and a touch of spandex for comfort – that helps keep your feet cool and dry on those hot Saturday rides.","https://www.llbean.com/llb/shop/121157?page=pearl-izumi-elite-low-cycling-socks&bc=474-630&feat=630-gn1&csp=f"
"Tech Tote","","https://www.llbean.com/llb/shop/111891?page=tech-tote&bc=50-816-818&feat=818-gn2&csp=f"
"Women's Merrell Moab FST 2 Hiking Shoes, Low Waterproof","This lightweight version of the best-selling Moab trail hiker features less volume in the forefoot for a more athletic fit. It's also equipped with a grippier outsole that excels in both wet and dry conditions.","https://www.llbean.com/llb/shop/121426?page=women-s-merrell-moab-fst-2-hiking-shoes-low-waterproof&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=granite/shark"
"L.L.Bean Classic Wool Socks, Women's 2-Pack","Designed for all-day warmth and comfort, these traditional cable wool socks naturally resist odor and wick away moisture for exceptional comfort.","https://www.llbean.com/llb/shop/119038?page=l-l-bean-classic-wool-socks-women-s-2-pack&bc=474-630&feat=630-gn1&csp=f"
"SmartWool Margarita Socks","Festive stripes make these comfortable socks fun for everyday wear.","https://www.llbean.com/llb/shop/73314?page=smartwool-margarita-socks&bc=474-630&feat=630-gn1&csp=f"
"Women's PrimaLoft Performance Socks, Crew Height","We combined the comfort of PrimaLoft yarns with the natural benefits of merino wool, making these socks ultradurable and comfortable for long days on your feet.","https://www.llbean.com/llb/shop/122045?page=women-s-primaloft-performance-socks-crew-height&bc=474-630&feat=630-gn1&csp=f"
"Women's Westport Boots, Tall Oil Suede","Fall is better in a great pair of boots. This tall, sleek and stylish pair is expertly crafted in Brazil, using handselected suede with a remarkably supple feel.","https://www.llbean.com/llb/shop/121210?page=women-s-westport-boots-tall-oil-suede&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=dark%20brown"
"Thermacell Heated Insoles","This pair of water-resistant, remote-controlled heated insoles features thermal technology engineered to keep your feet warm, not hot, to avoid sweating and freezing.","https://www.llbean.com/llb/shop/80185?page=thermacell-heated-insoles&bc=474-630&feat=630-gn1&csp=f&attrvalue_1=small&attrvalue_0=red"
"Darn Tough Good Witch Socks, Crew","With their comfortable construction and cute styling, Darn Tough Good Witch Socks are more than a good pick for any activity.","https://www.llbean.com/llb/shop/92428?page=darn-tough-good-witch-socks-crew&bc=474-630&feat=630-gn1&csp=f"
"Women's Merrell Moab FST 2 Hiking Boots, Mid Waterproof","15% lighter and with better traction than the original Moab, the FST features less volume in the forefoot for a more athletic and comfortable fit. It's a great choice for going light and fast on day hikes and multiday backpacking trips.","https://www.llbean.com/llb/shop/121427?page=women-s-merrell-moab-fst-2-hiking-boots-mid-waterproof&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=black/granite"
"Cotton Ragg Camp Socks,Two-Pack","We knit these traditional ragg socks from soft, itch-free slub yarns for an exceptional fit that won't bind or sag.","https://www.llbean.com/llb/shop/74823?page=cotton-ragg-camp-socks-two-pack&bc=474-630&feat=630-gn1&csp=f"
"Women's Smartwool Margarita Hike Light Socks, Stripe","The SmartWool Margarita sock has been a popular pick for 25 years. To celebrate, SmartWool made this ultratough hiking version for long days on the trail.","https://www.llbean.com/llb/shop/122421?page=women-s-smartwool-margarita-hike-light-socks-stripe&bc=474-630&feat=630-gn1&csp=f"
"Women's Darn Tough Her Spur Boot Socks","Made from a blend of merino wool that's naturally breathable and moisture-wicking, these Darn Tough hiking socks are just as comfortable as they are rugged.","https://www.llbean.com/llb/shop/122422?page=women-s-darn-tough-her-spur-boot-socks&bc=474-630&feat=630-gn1&csp=f"
"Wicked Good Toe Warmers, Pack of 18 Pairs","Instant relief for cold toes during any cold-weather activity.","https://www.llbean.com/llb/shop/89413?page=wicked-good-toe-warmers-pack-of-18-pairs&bc=474-630&feat=630-gn1&csp=f"
"Women's Salomon Outback 500 GTX Hiking Boots","Superlight with exceptional cushioning and protection, the Salomon Outback 500 is an ultra-comfortable backpacking boot. Gore-Tex® waterproof, breathable membrane seals out weather so your feet stay dry.","https://www.llbean.com/llb/shop/122433?page=women-s-salomon-outback-500-gtx-hiking-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=ebony/black"
"Women's Bogs B Puffy Boot, Mid","This winter boot will keep your feet toasty warm even in the coldest temperatures. With a cozy plush quilted style and advanced Rebound cushioning, you'll never want to take them off.","https://www.llbean.com/llb/shop/121431?page=women-s-bogs-b-puffy-boot-mid&bc=474-630&feat=630-gn1&csp=f"
"Women's Maine Hunting Shoes, 10""","The original L.L.Bean Boot, made in Maine since 1912.","https://www.llbean.com/llb/shop/33173?page=women-s-maine-hunting-shoes-10&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=brown/brown"
"Adults' Wool-Blend Cresta Socks, Midweight Quarter-Crew One Pair","","https://www.llbean.com/llb/shop/116340?page=adults-wool-blend-cresta-socks-midweight-quarter-crew-one-pair&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=deep%20wisteria"
"Cresta No Fly Zone Hiking Socks, Lightweight Quarter-Crew Two-Pack","Get the performance you love from our bestselling hiking socks – now with No Fly Zone bug repellency for added protection on the trails.","https://www.llbean.com/llb/shop/118127?page=cresta-no-fly-zone-hiking-socks-lightweight-quarter-crew-two-pack&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=graystone"
"Superfeet Blue All-Purpose Insoles","Our men’s superfeet blue insoles give your feet unmatched support and comfort that lasts all workout or workday long.","https://www.llbean.com/llb/shop/78196?page=superfeet-blue-all-purpose-insoles&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=blue"
"Tumbled-Leather L.L.Bean Boots, 7"" Lounger","Now you can enjoy the same quality and performance of our lounger-style L.L.Bean Boots with the amazing softness of tumbled leather. Handmade in Maine, one pair at a time.","https://www.llbean.com/llb/shop/80723?page=tumbled-leather-l-l-bean-boots-7-lounger&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=tan/brown"
"Women's Chaco Diana Sandals","You won't find a sandal with better control or support than the Chaco Diana. It's loaded with features like secure double-strap webbing, a podiatrist-certified Luvseat PU footbed and a toe loop for extra forefoot stability.","https://www.llbean.com/llb/shop/120410?page=women-s-chaco-diana-sandals&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=florentine%20ava"
"Women's Ultralight Waterproof Pac Boots, Mid","A revolution in lightweight warmth, these boots have the insulating power you need for winter's worst – at about half the weight of most pac boots. Featuring Primaloft Aerogel in the upper and Aerofoam in the footbed to block out the cold.","https://www.llbean.com/llb/shop/121250?page=women-s-ultralight-waterproof-pac-boots-mid&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=asphalt"
"Superfeet Carbon Premium Insoles","The strength of carbon fiber combined with ultralight foam to create the most innovative, high-performance insoles ever.","https://www.llbean.com/llb/shop/91265?page=superfeet-carbon-premium-insoles&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=carbon"
"Cotton Ragg Lightweight Crew Sock, Two-Pack","Soft, itch-free and now even lighter - these crew-height ragg socks are perfect for pairing with wellies or rubber mocs.","https://www.llbean.com/llb/shop/120033?page=cotton-ragg-lightweight-crew-sock-two-pack&bc=474-630&feat=630-gn1&csp=f"
"Katahdin Hiking Shoes, Suede Mesh","These lightweight, breathable retro hikers are perfect for day hiking on gentle terrain.","https://www.llbean.com/llb/shop/120176?page=katahdin-hiking-shoes-suede-mesh&bc=474-630&feat=630-gn1&csp=f"
"Women's Traverse Trail Sneakers","One of the most comfortable sneakers we offer - lightweight with trail-friendly features to keep you comfortable and supported.","https://www.llbean.com/llb/shop/120139?page=women-s-traverse-trail-sneakers&bc=474-630&feat=630-gn1&csp=f"
"Westport Ankle-Strap Boots","These sleek, stylish cross-strap buckle boots are finely crafted by experts in Brazil using handselected leather for rich color and remarkably supple feel.","https://www.llbean.com/llb/shop/118144?page=westport-ankle-strap-boots&bc=474-630&feat=630-gn1&csp=f"
"Women's Cotton Ragg Socks, Quarter-Crew Two-Pack","Soft and itch-free, these quarter-height ragg socks are knit with cotton slub yarns for a fit that won't bind or sag.","https://www.llbean.com/llb/shop/115953?page=women-s-cotton-ragg-socks-quarter-crew-two-pack&bc=474-630&feat=630-gn1&csp=f"
"Women's Gore-Tex Vasque Breeze 3.0 Hiking Boots","Always solid performers on the trail, these updated Gore-Tex backpacking boots are better than ever, with improved out-of-the box comfort, breathability and traction.","https://www.llbean.com/llb/shop/116716?page=women-s-gore-tex-vasque-breeze-3-0-hiking-boots&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=red%20mahogany/black%20olive"
"Women's Oboz Sapphire Waterproof Mid Hikers","Tackle any trail with waterproof day hikers designed specifically for women. Not simply men's boots made smaller, they're engineered for the unique bone structure of women’s feet, providing superior comfort with every step.","https://www.llbean.com/llb/shop/120420?page=women-s-oboz-sapphire-waterproof-mid-hikers&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=huckleberry"
"Women's Keen Targhee III Hikers, Waterproof Mid","Lean, tough and gritty, the Targhee mid hiker combines modern design with performance materials in an updated look, fit for any hiking adventure.","https://www.llbean.com/llb/shop/120181?page=women-s-keen-targhee-iii-hikers-waterproof-mid&bc=474-630&feat=630-gn1&csp=f&attrvalue_0=weiss/boysenberry"
"Small Batch 6"" L.L.Bean Boots","Introducing our winter 2018 batch of limited-edition L.L.Bean Boots. Exciting color combinations make these classic 6-inch boots real showstoppers.","https://www.llbean.com/llb/shop/120915?page=women-s-small-batch-6-l-l-bean-boots&bc=474-630&feat=630-gn1&csp=f"
"Merino Wool Ragg Socks, 10"" Two-Pack","The softest wool ragg socks we've found – and unlike many others, these can go right into the washer and dryer.","https://www.llbean.com/llb/shop/32996?page=merino-wool-ragg-socks-10-two-pack&bc=474-630&feat=630-gn1&csp=f"
